InvoiceNo,InvoiceDate,CustomerID
543545,2/9/2011 15:50,99999
543546,2/9/2011 16:52,99999
543547,2/9/2011 16:57,17358
543548,2/10/2011 9:21,13706
543549,2/10/2011 9:29,17940
543550,2/10/2011 9:43,12601
C543551,2/10/2011 10:00,16716
543552,2/10/2011 10:05,99999
543553,2/10/2011 10:08,16359
543554,2/10/2011 10:17,14733
543555,2/10/2011 10:18,17686
543565,2/10/2011 10:40,14431
543586,2/10/2011 11:16,15809
543587,2/10/2011 11:39,12561
543588,2/10/2011 11:40,17381
543589,2/10/2011 11:41,17381
543590,2/10/2011 11:44,17377
543591,2/10/2011 11:46,13854
543592,2/10/2011 11:57,17243
543593,2/10/2011 12:13,14465
543594,2/10/2011 12:15,18093
543595,2/10/2011 12:19,16027
543596,2/10/2011 12:21,14898
543597,2/10/2011 12:32,12857
543598,2/10/2011 13:06,18230
543599,2/10/2011 13:08,17560
543600,2/10/2011 13:19,18168
543601,2/10/2011 13:27,14560
543602,2/10/2011 13:34,15570
C543603,2/10/2011 13:40,15570
543604,2/10/2011 13:54,16558
C543605,2/10/2011 14:11,13110
C543606,2/10/2011 14:13,14665
C543607,2/10/2011 14:13,15602
C543608,2/10/2011 14:15,17230
C543609,2/10/2011 14:17,16705
543610,2/10/2011 14:30,16425
C543611,2/10/2011 14:38,17850
543612,2/10/2011 14:46,16711
543618,2/10/2011 14:49,13468
543619,2/10/2011 14:51,16842
C543620,2/10/2011 14:52,14081
543622,2/10/2011 14:59,17334
C543621,2/10/2011 14:59,14475
543623,2/10/2011 15:24,16405
C543624,2/10/2011 15:33,12931
543625,2/10/2011 15:38,12583
543626,2/10/2011 15:40,15796
C543627,2/10/2011 15:50,15601
C543628,2/10/2011 15:51,16558
543629,2/10/2011 15:55,99999
543630,2/10/2011 16:01,15046
543631,2/10/2011 16:17,14081
C543632,2/10/2011 16:22,14842
C543633,2/10/2011 16:24,17188
C543634,2/10/2011 16:31,13599
C543635,2/10/2011 16:33,13894
C543636,2/10/2011 16:34,13767
C543637,2/10/2011 16:35,15738
C543638,2/10/2011 16:40,16403
543639,2/10/2011 16:52,16725
C543640,2/10/2011 17:06,12967
543641,2/10/2011 17:19,14555
543642,2/10/2011 17:40,16161
C543643,2/10/2011 17:44,16161
C543644,2/10/2011 17:50,17609
543645,2/10/2011 17:54,17609
543646,2/10/2011 19:44,17790
543647,2/10/2011 19:49,12841
543648,2/11/2011 8:45,15114
543649,2/11/2011 9:11,17809
543650,2/11/2011 9:17,12980
543651,2/11/2011 10:06,16306
543652,2/11/2011 10:15,15544
543653,2/11/2011 10:26,14796
543654,2/11/2011 10:29,99999
543655,2/11/2011 10:30,99999
543656,2/11/2011 10:30,99999
543657,2/11/2011 10:38,15133
543658,2/11/2011 10:38,13819
543660,2/11/2011 10:40,99999
C543659,2/11/2011 10:40,16730
C543661,2/11/2011 10:41,12471
C543662,2/11/2011 10:49,14441
C543663,2/11/2011 10:50,18118
543664,2/11/2011 10:57,17705
543668,2/11/2011 11:17,18118
543669,2/11/2011 11:22,16029
543670,2/11/2011 11:23,16013
C543671,2/11/2011 11:24,18087
543672,2/11/2011 11:25,16013
543673,2/11/2011 11:28,16013
543674,2/11/2011 11:28,16013
543675,2/11/2011 11:31,16013
543688,2/11/2011 11:36,15270
543691,2/11/2011 11:38,17924
543693,2/11/2011 11:40,12897
C543706,2/11/2011 11:44,15044
543713,2/11/2011 11:46,99999
C543729,2/11/2011 11:55,15796
543730,2/11/2011 11:57,16928
543731,2/11/2011 11:57,17677
543732,2/11/2011 12:02,99999
543733,2/11/2011 12:16,12395
543734,2/11/2011 12:22,17512
543735,2/11/2011 12:32,16191
543736,2/11/2011 12:36,15044
543737,2/11/2011 12:45,12477
543738,2/11/2011 12:48,13094
543739,2/11/2011 12:49,15550
543740,2/11/2011 13:36,15311
C543741,2/11/2011 13:37,13021
C543742,2/11/2011 13:38,14676
C543743,2/11/2011 13:39,12505
C543744,2/11/2011 13:43,13672
C543745,2/11/2011 13:46,13672
543746,2/11/2011 13:50,17675
543747,2/11/2011 13:53,13672
543748,2/11/2011 13:54,12913
C543749,2/11/2011 13:55,13672
C543750,2/11/2011 13:59,18250
543751,2/11/2011 14:00,99999
C543752,2/11/2011 14:12,14031
543753,2/11/2011 14:15,99999
543754,2/11/2011 14:26,18159
C543755,2/11/2011 14:48,14304
C543756,2/11/2011 14:50,13089
C543757,2/11/2011 15:05,13115
C543758,2/11/2011 15:07,15299
543759,2/11/2011 15:12,12921
C543760,2/11/2011 15:12,15638
C543761,2/11/2011 15:13,12943
543762,2/11/2011 15:14,99999
C543763,2/11/2011 15:14,13050
C543764,2/11/2011 15:16,17035
C543765,2/11/2011 15:16,16265
C543766,2/11/2011 15:18,13319
C543767,2/11/2011 15:19,13767
C543768,2/11/2011 15:20,14497
C543769,2/11/2011 15:22,17213
543770,2/11/2011 15:39,13875
C543771,2/11/2011 15:43,15658
C543772,2/11/2011 15:43,13534
C543773,2/11/2011 15:47,12410
543774,2/11/2011 15:56,15856
C543775,2/11/2011 16:10,13102
C543776,2/11/2011 16:12,14133
543777,2/11/2011 16:19,15406
C543778,2/11/2011 16:30,18084
C543779,2/11/2011 16:32,15240
C543780,2/11/2011 16:34,17334
543781,2/11/2011 16:36,99999
543782,2/11/2011 16:36,99999
543783,2/11/2011 16:45,99999
C543784,2/11/2011 16:59,13089
C543785,2/11/2011 17:01,13098
C543786,2/11/2011 17:01,13078
C543787,2/11/2011 17:05,15061
543788,2/11/2011 17:06,15061
C543789,2/11/2011 17:10,17450
C543790,2/11/2011 17:12,17071
C543791,2/11/2011 17:13,15270
C543792,2/11/2011 17:14,13725
543796,2/11/2011 17:31,99999
543797,2/13/2011 10:24,15465
543798,2/13/2011 11:13,15058
543799,2/13/2011 11:22,17236
543800,2/13/2011 11:36,17282
543801,2/13/2011 11:52,17811
543802,2/13/2011 12:03,13742
543803,2/13/2011 12:05,17126
543804,2/13/2011 12:17,16434
543805,2/13/2011 12:41,17050
543806,2/13/2011 12:48,17085
543807,2/13/2011 13:15,14692
543808,2/13/2011 13:22,17454
543809,2/13/2011 13:52,17095
543810,2/13/2011 14:16,13171
C543811,2/13/2011 14:28,15640
543812,2/13/2011 14:40,17472
543813,2/13/2011 15:02,16897
543814,2/13/2011 15:17,15640
543815,2/13/2011 15:18,17255
543816,2/13/2011 15:26,17841
C543817,2/13/2011 15:28,17841
C543818,2/13/2011 15:45,16897
C543819,2/13/2011 16:04,16928
543820,2/13/2011 16:05,16084
543821,2/14/2011 9:24,17667
543822,2/14/2011 9:24,12507
543823,2/14/2011 9:27,17937
543824,2/14/2011 9:31,14631
543825,2/14/2011 9:33,16098
543826,2/14/2011 9:41,99999
543827,2/14/2011 9:44,99999
543828,2/14/2011 9:45,14156
543829,2/14/2011 9:47,12939
C543830,2/14/2011 9:54,12476
543831,2/14/2011 9:57,15769
543832,2/14/2011 10:10,13381
543833,2/14/2011 10:24,12476
C543834,2/14/2011 10:24,12553
C543835,2/14/2011 10:40,12963
543836,2/14/2011 10:52,15236
C543837,2/14/2011 10:56,14431
C543838,2/14/2011 10:59,15827
543839,2/14/2011 11:08,17811
C543840,2/14/2011 11:19,14527
C543841,2/14/2011 11:20,17095
543842,2/14/2011 11:22,16333
543852,2/14/2011 11:57,14258
543899,2/14/2011 12:11,99999
543900,2/14/2011 12:11,12621
543901,2/14/2011 12:13,17659
543907,2/14/2011 12:16,17346
543908,2/14/2011 12:28,16422
543909,2/14/2011 12:32,99999
543910,2/14/2011 12:36,13475
543911,2/14/2011 12:46,17829
543912,2/14/2011 12:53,16701
543913,2/14/2011 13:11,17591
543914,2/14/2011 13:19,14715
543915,2/14/2011 13:21,13717
543916,2/14/2011 13:22,99999
C543917,2/14/2011 13:40,12951
C543918,2/14/2011 13:42,12921
543919,2/14/2011 14:03,13157
543920,2/14/2011 14:12,99999
543921,2/14/2011 14:13,13911
543922,2/14/2011 14:13,99999
543923,2/14/2011 14:14,14644
543924,2/14/2011 14:14,16904
543934,2/14/2011 14:29,12993
543935,2/14/2011 14:39,12989
543973,2/14/2011 15:15,17571
C543972,2/14/2011 15:15,17924
C543974,2/14/2011 15:20,14606
543975,2/14/2011 15:23,17231
543976,2/14/2011 15:26,13089
543977,2/14/2011 15:35,15615
543978,2/14/2011 15:37,12867
543979,2/14/2011 15:43,14606
C543980,2/14/2011 16:39,14189
543981,2/15/2011 8:18,15358
543982,2/15/2011 8:21,15358
543983,2/15/2011 9:20,16979
543984,2/15/2011 9:35,15601
543985,2/15/2011 9:44,99999
543986,2/15/2011 9:46,16738
543987,2/15/2011 9:49,14849
543988,2/15/2011 9:50,14849
543989,2/15/2011 9:52,12415
543990,2/15/2011 9:59,15122
543991,2/15/2011 10:17,13848
C543992,2/15/2011 10:29,12583
543993,2/15/2011 10:40,17612
543994,2/15/2011 10:41,12931
543995,2/15/2011 10:45,13408
543996,2/15/2011 10:46,15811
543997,2/15/2011 10:49,17348
543998,2/15/2011 10:52,18093
C544034,2/15/2011 11:28,14701
544035,2/15/2011 11:30,13893
544036,2/15/2011 11:30,17315
544037,2/15/2011 11:31,14961
C544038,2/15/2011 11:32,14659
544039,2/15/2011 11:33,14744
544040,2/15/2011 11:40,14701
544041,2/15/2011 11:50,17730
544042,2/15/2011 11:52,14527
544043,2/15/2011 11:58,14527
544044,2/15/2011 12:05,14659
544045,2/15/2011 12:12,13941
544046,2/15/2011 12:34,99999
C544047,2/15/2011 12:36,99999
C544049,2/15/2011 12:39,99999
544051,2/15/2011 12:40,16700
C544054,2/15/2011 12:41,99999
544055,2/15/2011 12:48,14035
544056,2/15/2011 12:48,13004
C544057,2/15/2011 12:55,13623
544058,2/15/2011 12:56,14176
544059,2/15/2011 13:00,14534
544060,2/15/2011 13:08,13623
544061,2/15/2011 13:12,14176
544062,2/15/2011 13:19,15311
544063,2/15/2011 13:37,99999
544064,2/15/2011 13:50,17114
544065,2/15/2011 13:52,14346
544066,2/15/2011 13:53,12971
544067,2/15/2011 14:02,16431
544068,2/15/2011 14:08,16431
544069,2/15/2011 14:17,12616
544070,2/15/2011 14:19,15370
544071,2/15/2011 14:30,16317
544072,2/15/2011 14:32,99999
544073,2/15/2011 14:44,14935
544074,2/15/2011 14:49,14156
544075,2/15/2011 14:50,14156
544076,2/15/2011 15:00,16407
544077,2/15/2011 15:04,14825
544078,2/15/2011 15:41,16073
544079,2/15/2011 15:44,14477
C544080,2/15/2011 15:46,17819
544081,2/15/2011 15:49,17819
544082,2/15/2011 15:50,99999
544083,2/15/2011 15:51,15606
544084,2/15/2011 16:27,14760
544085,2/15/2011 16:49,99999
544086,2/15/2011 16:49,99999
544087,2/15/2011 17:02,17530
544088,2/15/2011 17:18,99999
544089,2/15/2011 17:51,99999
544090,2/16/2011 8:15,13880
544091,2/16/2011 8:37,14897
544092,2/16/2011 9:03,17512
544093,2/16/2011 9:08,13750
544094,2/16/2011 9:11,15810
544095,2/16/2011 9:25,16509
544096,2/16/2011 9:45,14386
544097,2/16/2011 9:56,12455
544098,2/16/2011 10:04,16019
C544099,2/16/2011 10:17,15059
544100,2/16/2011 10:25,15002
544101,2/16/2011 10:32,16378
544102,2/16/2011 10:32,14665
544103,2/16/2011 10:33,17961
544104,2/16/2011 10:34,14665
544105,2/16/2011 10:38,17567
544106,2/16/2011 10:47,14530
544107,2/16/2011 10:50,15670
544108,2/16/2011 10:53,12653
544109,2/16/2011 10:56,12841
544110,2/16/2011 11:03,15059
544111,2/16/2011 11:18,16126
544112,2/16/2011 11:37,15039
544115,2/16/2011 11:45,12727
C544117,2/16/2011 11:48,12727
C544118,2/16/2011 11:49,16306
544125,2/16/2011 11:53,13199
544129,2/16/2011 11:54,13199
544143,2/16/2011 11:58,15759
544147,2/16/2011 11:59,16306
544150,2/16/2011 11:59,14180
544151,2/16/2011 12:02,15024
544152,2/16/2011 12:10,14609
544153,2/16/2011 12:11,15356
544154,2/16/2011 12:13,13414
544155,2/16/2011 12:15,12823
544156,2/16/2011 12:33,12352
544157,2/16/2011 12:46,12372
544158,2/16/2011 12:47,14944
544159,2/16/2011 12:48,14944
544160,2/16/2011 12:49,16494
544161,2/16/2011 12:59,16875
544162,2/16/2011 13:00,14959
544163,2/16/2011 13:02,16875
544164,2/16/2011 13:02,17306
544165,2/16/2011 13:11,14210
544166,2/16/2011 13:14,14051
544167,2/16/2011 13:14,14755
544168,2/16/2011 13:16,13798
544169,2/16/2011 13:44,13078
544170,2/16/2011 14:01,16148
C544171,2/16/2011 14:13,13001
C544174,2/16/2011 14:13,13001
544176,2/16/2011 14:18,18219
544177,2/16/2011 14:27,13001
544178,2/16/2011 14:40,14543
544179,2/16/2011 14:44,17422
544180,2/16/2011 14:48,14309
544181,2/16/2011 14:56,17175
544182,2/16/2011 15:13,18257
544183,2/16/2011 15:43,17857
C544184,2/16/2011 15:47,16684
544185,2/16/2011 15:51,16684
544186,2/16/2011 15:55,99999
544187,2/16/2011 16:31,14107
544189,2/16/2011 16:40,15867
544190,2/16/2011 16:56,13089
544191,2/16/2011 16:57,13089
544192,2/16/2011 16:58,13089
544193,2/17/2011 8:23,12431
544194,2/17/2011 8:40,16839
544195,2/17/2011 8:58,13305
544196,2/17/2011 9:47,13327
544197,2/17/2011 9:52,12971
544198,2/17/2011 9:53,12971
544199,2/17/2011 10:04,13777
544200,2/17/2011 10:08,12494
544201,2/17/2011 10:11,99999
544202,2/17/2011 10:29,99999
544203,2/17/2011 10:30,12362
544204,2/17/2011 10:30,99999
544205,2/17/2011 10:31,99999
544206,2/17/2011 10:33,99999
544207,2/17/2011 10:34,99999
544208,2/17/2011 10:34,99999
544209,2/17/2011 10:51,16235
544210,2/17/2011 11:01,14911
544211,2/17/2011 11:05,13018
544214,2/17/2011 11:19,99999
544271,2/17/2011 11:46,17083
544277,2/17/2011 11:58,13718
544278,2/17/2011 12:01,15382
C544279,2/17/2011 12:03,17954
544280,2/17/2011 12:21,14754
544281,2/17/2011 12:23,12500
544282,2/17/2011 12:24,17865
544283,2/17/2011 12:27,13668
544286,2/17/2011 12:29,13151
544292,2/17/2011 12:33,16745
544293,2/17/2011 12:42,17954
544294,2/17/2011 12:42,15601
544295,2/17/2011 12:43,14298
544296,2/17/2011 12:47,14298
544297,2/17/2011 12:48,14298
544298,2/17/2011 12:51,14298
544299,2/17/2011 12:55,13178
C544300,2/17/2011 12:56,18125
544301,2/17/2011 12:59,14606
544302,2/17/2011 13:16,12654
544303,2/17/2011 13:28,18116
544304,2/17/2011 13:47,18125
544305,2/17/2011 13:54,15044
544306,2/17/2011 13:57,13085
544307,2/17/2011 14:04,15903
544308,2/17/2011 14:11,16525
544309,2/17/2011 14:17,15785
544311,2/17/2011 14:19,17841
C544310,2/17/2011 14:19,17841
544312,2/17/2011 14:26,17841
544313,2/17/2011 14:36,14099
544314,2/17/2011 14:42,13767
544315,2/17/2011 14:42,12748
544316,2/17/2011 14:49,16556
544317,2/17/2011 14:51,18138
C544318,2/17/2011 15:02,12989
544319,2/17/2011 15:03,14379
544320,2/17/2011 15:40,17381
544321,2/17/2011 15:42,99999
544322,2/17/2011 15:50,14211
544323,2/17/2011 15:51,99999
544324,2/17/2011 16:08,99999
544325,2/17/2011 16:23,99999
544326,2/17/2011 16:24,99999
544328,2/17/2011 16:35,14371
544329,2/17/2011 16:43,17288
544330,2/17/2011 16:59,17576
544331,2/17/2011 17:05,12455
544332,2/17/2011 17:34,17419
544333,2/17/2011 17:39,99999
544334,2/17/2011 19:16,16353
544335,2/17/2011 19:21,14702
544336,2/17/2011 19:36,13230
544337,2/18/2011 8:34,13425
544338,2/18/2011 8:47,12852
544339,2/18/2011 9:04,15228
544340,2/18/2011 9:41,12527
544341,2/18/2011 9:43,13012
544342,2/18/2011 9:44,99999
544343,2/18/2011 9:45,99999
544344,2/18/2011 9:47,99999
544345,2/18/2011 9:49,99999
544346,2/18/2011 9:50,99999
544347,2/18/2011 9:51,99999
544348,2/18/2011 9:52,99999
544349,2/18/2011 10:03,16713
544350,2/18/2011 10:07,17389
544351,2/18/2011 10:11,16182
544352,2/18/2011 10:16,15290
544353,2/18/2011 10:32,18229
544354,2/18/2011 10:42,13489
544355,2/18/2011 10:53,12714
544356,2/18/2011 11:18,13904
544368,2/18/2011 11:27,14057
544390,2/18/2011 11:36,14911
544391,2/18/2011 11:53,15755
544392,2/18/2011 11:54,14680
544393,2/18/2011 11:56,16393
544394,2/18/2011 12:02,13932
544395,2/18/2011 12:13,13397
544396,2/18/2011 12:16,99999
C544397,2/18/2011 12:21,12462
544398,2/18/2011 12:27,15311
544399,2/18/2011 12:28,12594
544400,2/18/2011 12:31,14101
544404,2/18/2011 12:56,16401
544405,2/18/2011 13:10,16814
544406,2/18/2011 13:26,16726
544407,2/18/2011 13:26,14606
544408,2/18/2011 13:29,16726
544409,2/18/2011 13:32,16265
544410,2/18/2011 13:54,99999
544411,2/18/2011 14:18,13799
544412,2/18/2011 14:21,16531
C544413,2/18/2011 14:36,14760
C544414,2/18/2011 14:54,13408
C544415,2/18/2011 15:04,16133
C544416,2/18/2011 15:11,16713
C544417,2/18/2011 15:13,17512
544418,2/18/2011 15:15,99999
C544419,2/18/2011 15:16,12395
C544420,2/18/2011 15:18,16191
544421,2/18/2011 15:21,13951
C544422,2/18/2011 15:22,12553
544423,2/18/2011 15:23,12553
C544424,2/18/2011 15:29,18093
C544425,2/18/2011 15:40,13078
544426,2/18/2011 15:41,16765
C544427,2/18/2011 15:42,17612
C544428,2/18/2011 15:44,16306
544430,2/18/2011 15:45,16306
C544429,2/18/2011 15:45,16306
544431,2/18/2011 15:49,99999
C544432,2/18/2011 15:54,16979
C544433,2/18/2011 15:59,15601
544434,2/18/2011 16:12,99999
C544435,2/18/2011 16:32,15122
C544436,2/18/2011 16:52,18172
C544437,2/18/2011 17:19,16027
544438,2/18/2011 17:24,99999
544439,2/20/2011 10:16,13798
544440,2/20/2011 10:28,15465
544441,2/20/2011 10:29,16566
C544442,2/20/2011 10:30,15465
544443,2/20/2011 10:43,13725
544444,2/20/2011 10:51,13246
544445,2/20/2011 10:56,16746
544446,2/20/2011 11:28,12891
544447,2/20/2011 11:39,16466
544448,2/20/2011 12:01,14878
544449,2/20/2011 12:14,16115
544450,2/20/2011 12:23,17811
C544451,2/20/2011 12:31,13097
544452,2/20/2011 12:32,14162
544453,2/20/2011 13:06,17214
544454,2/20/2011 13:13,13301
544455,2/20/2011 13:18,13097
544456,2/20/2011 13:21,14803
544457,2/20/2011 13:46,14667
C544458,2/20/2011 13:48,14667
544459,2/20/2011 13:52,17838
544460,2/20/2011 14:01,16931
544461,2/20/2011 14:08,13744
544462,2/20/2011 14:21,17050
544463,2/20/2011 14:31,12988
544464,2/20/2011 14:38,17323
544465,2/20/2011 15:06,13168
544466,2/20/2011 15:43,14606
544467,2/20/2011 15:51,14502
544468,2/21/2011 8:33,99999
544469,2/21/2011 8:35,99999
544470,2/21/2011 8:38,12707
544471,2/21/2011 8:50,18094
544472,2/21/2011 9:09,15129
544473,2/21/2011 9:45,14229
544474,2/21/2011 9:52,12423
544475,2/21/2011 9:55,17361
544476,2/21/2011 9:58,14796
544477,2/21/2011 10:07,16029
544478,2/21/2011 10:11,16333
544479,2/21/2011 10:28,14646
544480,2/21/2011 10:32,14646
544481,2/21/2011 10:36,18155
544482,2/21/2011 10:41,16656
544483,2/21/2011 10:53,12524
544484,2/21/2011 11:10,15321
544485,2/21/2011 11:35,17757
544495,2/21/2011 11:42,12766
C544507,2/21/2011 11:46,17865
C544553,2/21/2011 12:09,14092
544554,2/21/2011 12:12,99999
544556,2/21/2011 12:29,13477
C544557,2/21/2011 12:31,17422
C544558,2/21/2011 12:33,16073
C544559,2/21/2011 12:38,14329
C544560,2/21/2011 12:43,17677
C544561,2/21/2011 12:44,15687
544565,2/21/2011 12:53,18055
544568,2/21/2011 12:54,15065
544569,2/21/2011 12:58,16980
C544570,2/21/2011 12:59,12471
544571,2/21/2011 13:07,15146
544572,2/21/2011 13:21,14639
544573,2/21/2011 13:40,12621
544574,2/21/2011 13:51,12365
C544575,2/21/2011 13:58,99999
C544576,2/21/2011 14:01,99999
C544577,2/21/2011 14:02,12365
544578,2/21/2011 14:04,12365
544579,2/21/2011 14:05,99999
C544580,2/21/2011 14:25,99999
C544581,2/21/2011 14:32,99999
544582,2/21/2011 14:38,13410
C544583,2/21/2011 14:48,99999
C544584,2/21/2011 14:52,99999
544585,2/21/2011 14:58,12523
544586,2/21/2011 15:04,17338
C544587,2/21/2011 15:07,99999
C544589,2/21/2011 15:11,99999
C544590,2/21/2011 15:12,14744
544591,2/21/2011 15:20,13044
544592,2/21/2011 15:30,16775
C544594,2/21/2011 16:58,15079
544595,2/21/2011 17:28,99999
544596,2/21/2011 17:35,16441
544597,2/21/2011 17:42,16014
544598,2/21/2011 18:10,99999
544599,2/21/2011 18:15,99999
544600,2/22/2011 8:24,18061
544601,2/22/2011 9:00,16638
544602,2/22/2011 9:01,13767
544603,2/22/2011 9:10,17526
544604,2/22/2011 9:11,13576
544605,2/22/2011 9:13,17512
544606,2/22/2011 9:15,14520
544607,2/22/2011 10:00,13862
C544608,2/22/2011 10:00,15290
C544609,2/22/2011 10:03,12494
544610,2/22/2011 10:09,16912
544611,2/22/2011 10:09,16912
544612,2/22/2011 10:43,18087
544633,2/22/2011 10:59,17315
544634,2/22/2011 11:02,17994
C544635,2/22/2011 11:04,18257
544636,2/22/2011 11:05,18257
544637,2/22/2011 11:20,16546
544638,2/22/2011 11:33,14688
544642,2/22/2011 11:41,17811
544643,2/22/2011 11:43,13038
544644,2/22/2011 11:46,17002
544645,2/22/2011 11:58,16843
544646,2/22/2011 12:06,17075
544647,2/22/2011 12:13,14060
544648,2/22/2011 12:24,15722
544649,2/22/2011 12:37,99999
544650,2/22/2011 12:40,16349
544651,2/22/2011 12:51,13694
544652,2/22/2011 12:53,13694
C544653,2/22/2011 12:55,13113
544654,2/22/2011 12:56,16913
C544655,2/22/2011 12:57,13113
544656,2/22/2011 13:02,17442
544657,2/22/2011 13:08,14895
544658,2/22/2011 13:18,13113
544659,2/22/2011 13:20,18114
544660,2/22/2011 13:47,15078
544661,2/22/2011 13:59,15303
544662,2/22/2011 14:10,12845
544663,2/22/2011 14:43,18188
544664,2/22/2011 14:55,16045
C544665,2/22/2011 14:56,12852
544666,2/22/2011 15:00,16907
544667,2/22/2011 15:09,17511
544668,2/22/2011 15:14,16573
544670,2/22/2011 15:22,16161
C544669,2/22/2011 15:22,18055
544672,2/22/2011 15:45,14646
C544671,2/22/2011 15:45,99999
544673,2/22/2011 15:46,13421
C544674,2/22/2011 15:48,13421
544675,2/22/2011 15:59,16011
544676,2/22/2011 16:03,17841
544677,2/22/2011 16:13,18196
544678,2/22/2011 16:15,13077
C544679,2/22/2011 16:15,12616
544680,2/22/2011 16:19,13077
544681,2/22/2011 16:28,99999
C544682,2/22/2011 16:29,17511
544684,2/22/2011 16:32,99999
544685,2/22/2011 17:13,13285
544686,2/22/2011 17:20,12748
544687,2/22/2011 17:25,13184
544688,2/23/2011 8:29,18151
544689,2/23/2011 8:46,12980
544690,2/23/2011 8:48,14156
544691,2/23/2011 9:09,13804
544692,2/23/2011 9:14,17499
544693,2/23/2011 9:25,15397
544694,2/23/2011 9:30,17706
544695,2/23/2011 9:38,14276
C544696,2/23/2011 9:41,14735
544697,2/23/2011 9:44,13453
544698,2/23/2011 9:53,17949
544699,2/23/2011 9:54,17949
544700,2/23/2011 10:10,18041
544701,2/23/2011 10:27,17428
544702,2/23/2011 10:27,17135
544703,2/23/2011 10:35,99999
544717,2/23/2011 10:44,18172
544724,2/23/2011 10:46,15605
544749,2/23/2011 10:57,15373
544754,2/23/2011 10:58,16394
544766,2/23/2011 11:09,99999
544767,2/23/2011 11:10,99999
544768,2/23/2011 11:10,99999
544769,2/23/2011 11:11,16422
544770,2/23/2011 11:11,99999
544771,2/23/2011 11:12,99999
544772,2/23/2011 11:12,99999
544773,2/23/2011 11:13,99999
544774,2/23/2011 11:32,17711
C544775,2/23/2011 11:35,14211
544776,2/23/2011 11:39,99999
544777,2/23/2011 12:00,15311
544778,2/23/2011 12:03,14978
544779,2/23/2011 12:04,13865
C544780,2/23/2011 12:05,16701
544788,2/23/2011 12:18,13089
544789,2/23/2011 12:25,13993
544790,2/23/2011 12:27,16940
544791,2/23/2011 12:33,14289
544792,2/23/2011 12:37,18172
544793,2/23/2011 12:41,13694
544794,2/23/2011 12:50,13854
544795,2/23/2011 13:21,15858
544796,2/23/2011 13:37,16208
544797,2/23/2011 13:43,13489
544798,2/23/2011 13:44,17063
544799,2/23/2011 13:45,17063
544800,2/23/2011 13:45,15687
544801,2/23/2011 13:48,16145
544802,2/23/2011 13:57,13149
544803,2/23/2011 14:29,14606
544804,2/23/2011 14:40,17504
544805,2/23/2011 14:50,18068
544806,2/23/2011 14:50,15932
544807,2/23/2011 15:03,12823
544808,2/23/2011 15:11,14562
544809,2/23/2011 15:41,16692
544810,2/23/2011 15:53,17675
544811,2/23/2011 15:53,12471
544812,2/23/2011 15:58,99999
544813,2/23/2011 16:23,15984
C544814,2/23/2011 16:36,15590
544815,2/23/2011 16:37,17171
544816,2/23/2011 16:41,13090
544817,2/23/2011 16:44,12437
544818,2/23/2011 16:45,12437
544819,2/23/2011 17:15,12748
544820,2/23/2011 17:23,99999
544821,2/24/2011 9:05,12971
544822,2/24/2011 9:08,18231
544823,2/24/2011 9:28,14004
544824,2/24/2011 9:32,17139
544825,2/24/2011 9:32,15606
544826,2/24/2011 9:36,14513
C544827,2/24/2011 9:45,17147
C544828,2/24/2011 9:49,17147
C544829,2/24/2011 9:53,17314
C544830,2/24/2011 9:59,13118
C544831,2/24/2011 10:01,15146
544832,2/24/2011 10:05,99999
544833,2/24/2011 10:10,15974
544834,2/24/2011 10:15,99999
544835,2/24/2011 10:15,17830
544836,2/24/2011 10:25,17613
544837,2/24/2011 10:29,15910
544838,2/24/2011 10:34,12565
544839,2/24/2011 10:50,14841
C544840,2/24/2011 11:06,16719
544846,2/24/2011 11:11,16719
544847,2/24/2011 11:15,16086
544885,2/24/2011 11:38,14243
544886,2/24/2011 11:42,12582
544887,2/24/2011 11:54,17364
544888,2/24/2011 11:55,14231
544892,2/24/2011 12:00,14527
544893,2/24/2011 12:01,17865
544894,2/24/2011 12:09,15805
544895,2/24/2011 12:22,14189
544896,2/24/2011 12:25,17867
544898,2/24/2011 12:27,14880
C544897,2/24/2011 12:27,17867
544899,2/24/2011 12:32,13118
544900,2/24/2011 12:41,15121
C544901,2/24/2011 13:02,15078
C544902,2/24/2011 13:05,12362
544903,2/24/2011 13:43,18065
544904,2/24/2011 13:46,13018
544905,2/24/2011 13:54,17117
544906,2/24/2011 14:13,17017
544907,2/24/2011 14:15,12945
544908,2/24/2011 14:27,18056
544909,2/24/2011 14:32,14298
544910,2/24/2011 14:32,16072
544911,2/24/2011 15:01,16838
544912,2/24/2011 15:12,18198
544913,2/24/2011 15:26,15543
544914,2/24/2011 15:39,16722
544915,2/24/2011 15:41,13777
544916,2/24/2011 15:42,17377
544917,2/24/2011 15:56,13751
544918,2/24/2011 16:30,13081
544919,2/24/2011 16:31,13725
544920,2/24/2011 16:31,13081
544921,2/24/2011 16:35,17090
544922,2/24/2011 16:46,15847
544923,2/24/2011 17:14,12877
544924,2/24/2011 17:18,13851
544925,2/24/2011 17:28,16997
544926,2/24/2011 17:50,13468
544927,2/24/2011 18:02,99999
544928,2/24/2011 18:07,99999
544929,2/24/2011 18:14,15189
544930,2/24/2011 18:26,17472
544931,2/24/2011 18:59,13501
544932,2/25/2011 8:14,16133
544933,2/25/2011 8:44,12633
544934,2/25/2011 9:01,13345
544935,2/25/2011 9:09,13870
